Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:EGF-like 2	5	1.1848341232227488	0.048234911300254174	F7, PROC, FAT2, CNTNAP5, DLL3	309	89	20063	3.647685538707683	1.0	1.0	0.989351403678606
UP_KEYWORDS	Synapse	11	2.6066350710900474	0.049061336534746834	RIMS1, GABRP, TRIM9, GABRR1, GLRA3, KCNC2, GRIK5, NEURL1, CHRNA9, HAP1, GABRG3	315	357	20581	2.0131697123293764	0.9999994895872041	0.294368019208481	0.2647267950520714
GOTERM_CC_DIRECT	GO:0001750~photoreceptor outer segment	4	0.9478672985781991	0.04937232273740696	USH1C, GUCA2B, INHA, CNGB1	290	52	18224	4.83395225464191	0.999989805329982	0.4872833591909296	0.4679637546415094
GOTERM_BP_DIRECT	GO:0030178~negative regulation of Wnt signaling pathway	4	0.9478672985781991	0.05012839879901801	DKK4, CITED1, FGF9, NOTUM	269	52	16792	4.801830140120103	1.0	1.0	0.995172968624296
UP_KEYWORDS	Growth factor	6	1.4218009478672986	0.0505733291724497	IL11, FGF9, MIA, TFF1, INHA, AMH	315	131	20581	2.99251181388586	0.9999996772315091	0.2958832568977197	0.266089456723991
GOTERM_BP_DIRECT	GO:0034220~ion transmembrane transport	8	1.8957345971563981	0.051183356727715734	GABRR1, GLRA3, FXYD4, GRIK5, CLCA2, HTR3B, GABRG3, ATP6V1B1	269	210	16792	2.3780492122499557	1.0	1.0	0.995172968624296
UP_KEYWORDS	Zinc transport	3	0.7109004739336493	0.05136862098918745	SLC30A8, SLC30A2, SLC39A5	315	24	20581	8.167063492063493	0.9999997464427492	0.2958832568977197	0.266089456723991
REACTOME_PATHWAY	R-HSA-140837:R-HSA-140837	3	0.7109004739336493	0.051730559659499395	PROC, F2, KNG1	153	22	9075	8.088235294117647	0.9999993427807021	0.9242526659163892	0.9173552579617893
UP_SEQ_FEATURE	domain:NACHT	3	0.7109004739336493	0.05193684482743178	NLRP8, NLRP11, NLRP5	309	24	20063	8.116100323624595	1.0	1.0	0.989351403678606
KEGG_PATHWAY	hsa04972:Pancreatic secretion	5	1.1848341232227488	0.05331393810245978	PRSS1, CPB1, CLCA2, CEL, PRSS2	106	93	6879	3.489044430919051	0.9997833686101075	0.5864533191270576	0.5674126269476076
UP_SEQ_FEATURE	repeat:17	4	0.9478672985781991	0.05474925269390377	MUC17, PRG4, CEL, MUC3A	309	56	20063	4.637771613499769	1.0	1.0	0.989351403678606
GOTERM_BP_DIRECT	GO:0030317~sperm motility	4	0.9478672985781991	0.05499017892828202	INSL6, CELF3, NEURL1, APOB	269	54	16792	4.623984579374914	1.0	1.0	0.995172968624296
UP_SEQ_FEATURE	domain:CTCK	3	0.7109004739336493	0.055895136761136964	MUC2, MUC5AC, MUC6	309	25	20063	7.791456310679611	1.0	1.0	0.989351403678606
UP_KEYWORDS	Autocatalytic cleavage	4	0.9478672985781991	0.05631838430110532	MUC2, ADGRB1, CLCA2, KLK14	315	57	20581	4.5850181008075745	0.9999999437992129	0.3180332289944771	0.28600904968600543
GOTERM_BP_DIRECT	GO:0050829~defense response to Gram-negative bacterium	4	0.9478672985781991	0.057502556977650415	CHGA, CALCA, LBP, S100A7	269	55	16792	4.5399121324771885	1.0	1.0	0.995172968624296
UP_KEYWORDS	Hydroxylation	5	1.1848341232227488	0.05760382379194617	FGA, F7, COL2A1, PROC, KNG1	315	95	20581	3.4387635756056807	0.9999999620464501	0.3190365625400095	0.28691135311757804
REACTOME_PATHWAY	R-HSA-416476:R-HSA-416476	7	1.6587677725118484	0.05865808409923469	HTR2C, UTS2, TAC3, F2, NTS, KNG1, NTSR1	153	165	9075	2.5163398692810457	0.999999907890913	0.9825229086621811	0.9751906481497767
GOTERM_BP_DIRECT	GO:0019433~triglyceride catabolic process	3	0.7109004739336493	0.05985012155799709	FABP7, APOC3, APOB	269	25	16792	7.49085501858736	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0006465~signal peptide processing	3	0.7109004739336493	0.05985012155799709	F7, PROC, F2	269	25	16792	7.49085501858736	1.0	1.0	0.995172968624296
UP_SEQ_FEATURE	site:Required for specificity	2	0.47393364928909953	0.06001133141851995	PRSS1, PRSS2	309	4	20063	32.46440129449839	1.0	1.0	0.989351403678606
UP_SEQ_FEATURE	repeat:50	2	0.47393364928909953	0.06001133141851995	MUC17, PRG4	309	4	20063	32.46440129449839	1.0	1.0	0.989351403678606
EC_NUMBER	1.14.14.1	3	0.7109004739336493	0.061570357582664874	CYP2B6, CYP3A5, CYP2C18	65	27	4250	7.264957264957266	0.9817480948923973	1.0	1.0
GOTERM_BP_DIRECT	GO:1902476~chloride transmembrane transport	5	1.1848341232227488	0.06165539276384538	GABRP, GABRR1, GLRA3, CLCA2, GABRG3	269	93	16792	3.3561178398688893	1.0	1.0	0.995172968624296
GOTERM_MF_DIRECT	GO:0015184~L-cystine transmembrane transporter activity	2	0.47393364928909953	0.061786529740231425	SLC7A9, SLC3A1	268	4	16881	31.494402985074625	0.9999999999989846	1.0	0.9768518518518519
GOTERM_CC_DIRECT	GO:0034363~intermediate-density lipoprotein particle	2	0.47393364928909953	0.061944805345384386	APOC3, APOB	290	4	18224	31.420689655172414	0.9999995035846968	0.5647766771852168	0.5423846503364639
GOTERM_BP_DIRECT	GO:0070741~response to interleukin-6	2	0.47393364928909953	0.06233322905196199	CITED1, PCK1	269	4	16792	31.21189591078067	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0015811~L-cystine transport	2	0.47393364928909953	0.06233322905196199	SLC7A9, SLC3A1	269	4	16792	31.21189591078067	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0072378~blood coagulation, fibrin clot formation	2	0.47393364928909953	0.06233322905196199	FGB, FGA	269	4	16792	31.21189591078067	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0043152~induction of bacterial agglutination	2	0.47393364928909953	0.06233322905196199	FGB, FGA	269	4	16792	31.21189591078067	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0003310~pancreatic A cell differentiation	2	0.47393364928909953	0.06233322905196199	RFX6, INSM1	269	4	16792	31.21189591078067	1.0	1.0	0.995172968624296
OMIM_DISEASE	209880~Central hypoventilation syndrome, congenital	2	0.47393364928909953	0.06262829967664744	RET, ASCL1	77	4	4740	30.77922077922078	0.9997460692807162	1.0	1.0
KEGG_PATHWAY	hsa04744:Phototransduction	3	0.7109004739336493	0.06326041552442288	CALML5, CALML3, CNGB1	106	27	6879	7.210691823899372	0.9999574101188382	0.6337351487578514	0.6131593322397394
GOTERM_MF_DIRECT	GO:0005249~voltage-gated potassium channel activity	4	0.9478672985781991	0.06397229386588468	KCNT1, KCNC2, CNGA3, CNGB1	268	58	16881	4.344055584148224	0.9999999999996302	1.0	0.9768518518518519
UP_SEQ_FEATURE	repeat:10	5	1.1848341232227488	0.0642798265909261	PRB4, MUC17, PRG4, CEL, MUC3A	309	98	20063	3.312694009642692	1.0	1.0	0.989351403678606
GOTERM_CC_DIRECT	GO:0030133~transport vesicle	5	1.1848341232227488	0.06445964431429324	PCSK2, PCSK1, SPX, NTS, BLOC1S5-TXNDC5	290	95	18224	3.307441016333938	0.9999997301058835	0.5647766771852168	0.5423846503364639
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	10	2.3696682464454977	0.0646880775630645	RET, EPHA5, DDC, CALCA, CALB1, FABP7, APOB, INHA, ASCL1, CPLX2	290	315	18224	1.9949644225506296	0.9999997446600511	0.5647766771852168	0.5423846503364639
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	13	3.080568720379147	0.06534724638434825	MYBPC1, AMBP, OLFM4, ADAM2, LGALS4, AZGP1, HAS1, ADGRB1, CLCA2, CDHR5, CDH16, CDH17, CNTNAP5	269	459	16792	1.7679941038786438	1.0	1.0	0.995172968624296
KEGG_PATHWAY	hsa00590:Arachidonic acid metabolism	4	0.9478672985781991	0.06584261285795859	CYP2C9, CBR1, CYP2B6, CYP4F3	106	61	6879	4.255490256727497	0.9999721587916403	0.6337351487578514	0.6131593322397394
UP_KEYWORDS	NADP	7	1.6587677725118484	0.06609266788324927	CYP2C9, CBR1, CYP2A6, CYP2B6, CYP4F3, AKR7L, AKR1C4	315	186	20581	2.458900836320191	0.9999999971978583	0.3591450632146375	0.32298115059927474
UP_SEQ_FEATURE	repeat:16	4	0.9478672985781991	0.06728925538522215	MUC2, MUC17, CEL, MUC3A	309	61	20063	4.257626399278477	1.0	1.0	0.989351403678606
GOTERM_MF_DIRECT	GO:0070330~aromatase activity	3	0.7109004739336493	0.06752780953210988	CYP2B6, CYP3A5, CYP2C18	268	27	16881	6.998756218905473	0.9999999999999288	1.0	0.9768518518518519
GOTERM_BP_DIRECT	GO:0015721~bile acid and bile salt transport	3	0.7109004739336493	0.06859881109310995	ALB, NR1H4, AKR1C4	269	27	16792	6.935976869062371	1.0	1.0	0.995172968624296
UP_SEQ_FEATURE	domain:EF-hand 4	4	0.9478672985781991	0.06994133229681776	CALB1, CALML5, CAPNS2, CALML3	309	62	20063	4.188955005741727	1.0	1.0	0.989351403678606
EC_NUMBER	3.5.3.15	2	0.47393364928909953	0.07309369736015006	PADI3, PADI1	65	5	4250	26.153846153846157	0.9916197375705906	1.0	1.0
GOTERM_BP_DIRECT	GO:2000352~negative regulation of endothelial cell apoptotic process	3	0.7109004739336493	0.07312124378300533	FGB, FGA, IL11	269	28	16792	6.6882634094530005	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	4	0.9478672985781991	0.07367824737669683	TTR, APOC3, AKR1C4, APOB	269	61	16792	4.093363398135169	1.0	1.0	0.995172968624296
UP_SEQ_FEATURE	repeat:49	2	0.47393364928909953	0.07444457883468375	MUC17, PRG4	309	5	20063	25.97152103559871	1.0	1.0	0.989351403678606
UP_SEQ_FEATURE	repeat:44	2	0.47393364928909953	0.07444457883468375	MUC17, PRG4	309	5	20063	25.97152103559871	1.0	1.0	0.989351403678606
GOTERM_MF_DIRECT	GO:0050839~cell adhesion molecule binding	4	0.9478672985781991	0.07495732931760718	FGB, FGA, SLC14A2, CDHR5	268	62	16881	4.063793933558016	0.9999999999999978	1.0	0.9768518518518519
GOTERM_CC_DIRECT	GO:0042734~presynaptic membrane	4	0.9478672985781991	0.07544411989459912	RIMS1, GRM4, KCNC2, GRIK5	290	62	18224	4.054282536151279	0.9999999815146167	0.6342894524471852	0.6091414124823189
GOTERM_MF_DIRECT	GO:0004668~protein-arginine deiminase activity	2	0.47393364928909953	0.07662939260457094	PADI3, PADI1	268	5	16881	25.1955223880597	0.999999999999999	1.0	0.9768518518518519
GOTERM_BP_DIRECT	GO:0051005~negative regulation of lipoprotein lipase activity	2	0.47393364928909953	0.07730193852597572	ANGPTL3, APOC3	269	5	16792	24.969516728624534	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0018101~protein citrullination	2	0.47393364928909953	0.07730193852597572	PADI3, PADI1	269	5	16792	24.969516728624534	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0002682~regulation of immune system process	2	0.47393364928909953	0.07730193852597572	ORM1, ORM2	269	5	16792	24.969516728624534	1.0	1.0	0.995172968624296
GOTERM_MF_DIRECT	GO:0008236~serine-type peptidase activity	4	0.9478672985781991	0.07782600173728901	F7, PRSS1, PRSS2, KLK12	268	63	16881	3.999289267945984	0.9999999999999994	1.0	0.9768518518518519
UP_SEQ_FEATURE	domain:Cadherin 5	5	1.1848341232227488	0.07845527149741033	PCDHGA8, FAT2, CDH16, CDH17, CDH18	309	105	20063	3.091847742333179	1.0	1.0	0.989351403678606
UP_KEYWORDS	Cell membrane	59	13.981042654028435	0.0792413970046871	RET, KLB, TRIM72, PSCA, KCNC2, GRIK5, HTR2C, CLDN2, SLC6A2, C8A, SLC8A2, RIMS1, GABRR1, BAIAP2L2, GRM4, KCNT1, CAPNS2, SLC39A5, IFITM5, PCDHGA8, EPHA5, SLC30A8, ABCC2, GFRA1, HTR3B, GABRG3, SLC9A4, SLC5A8, CEACAM7, SLC7A9, CLDN8, ADGRB1, CDHR5, DSG3, CDH16, CDH17, CDH18, TEX101, CHRNA9, GDPD2, SLC5A12, CRHR2, NKAIN2, GJC3, GLRA3, CLCA2, OR51B5, TAS1R1, KCNJ1, NTSR1, GABRP, LRRC26, SLC14A2, MUC17, GP2, CLEC2A, NEURL1, FAT2, UMODL1	315	3175	20581	1.214127234095738	0.9999999999527952	0.42262078402499786	0.3800652189669252
UP_SEQ_FEATURE	compositionally biased region:Ser-rich	12	2.843601895734597	0.07944718632885665	RIMS1, FAM133A, BNC1, MUC17, FOXI3, ZIC1, MYO18B, PRG4, MAGEC2, OLFM4, MUC3A, MUC6	309	441	20063	1.7667701384761023	1.0	1.0	0.989351403678606
REACTOME_PATHWAY	R-HSA-433137:R-HSA-433137	2	0.47393364928909953	0.08100501473001806	SLC13A2, SLC13A5	153	5	9075	23.725490196078436	0.9999999998527952	1.0	0.9962546816479401
GOTERM_MF_DIRECT	GO:0005184~neuropeptide hormone activity	3	0.7109004739336493	0.08117590312895719	CALCB, SPX, NTS	268	30	16881	6.298880597014925	0.9999999999999999	1.0	0.9768518518518519
GOTERM_BP_DIRECT	GO:0098656~anion transmembrane transport	3	0.7109004739336493	0.08244125456489208	ABCC2, AQP6, SLC5A5	269	30	16792	6.242379182156133	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0045776~negative regulation of blood pressure	3	0.7109004739336493	0.08244125456489208	CALCA, GUCA2B, UTS2	269	30	16792	6.242379182156133	1.0	1.0	0.995172968624296
UP_KEYWORDS	Exocytosis	4	0.9478672985781991	0.08270593907480672	TRIM72, RIMS1, HAP1, CPLX2	315	67	20581	3.9006870409855487	0.9999999999840606	0.43307837188262427	0.3894697858249989
UP_SEQ_FEATURE	repeat:9	5	1.1848341232227488	0.08276942116318621	PRB4, MUC17, PRG4, CEL, MUC3A	309	107	20063	3.034056195747512	1.0	1.0	0.989351403678606
GOTERM_BP_DIRECT	GO:0008217~regulation of blood pressure	4	0.9478672985781991	0.08546059472112806	CHGA, CALCA, TAC4, UTS2	269	65	16792	3.8414641120960824	1.0	1.0	0.995172968624296
EC_NUMBER	3.4.21.4	2	0.47393364928909953	0.08706825645815568	PRSS1, PRSS2	65	6	4250	21.794871794871796	0.9967817971435698	1.0	1.0
UP_SEQ_FEATURE	repeat:39	2	0.47393364928909953	0.0886569165439632	MUC17, PRG4	309	6	20063	21.642934196332256	1.0	1.0	0.989351403678606
UP_SEQ_FEATURE	domain:P-type	2	0.47393364928909953	0.0886569165439632	TFF1, FMR1NB	309	6	20063	21.642934196332256	1.0	1.0	0.989351403678606
UP_SEQ_FEATURE	repeat:41	2	0.47393364928909953	0.0886569165439632	MUC17, PRG4	309	6	20063	21.642934196332256	1.0	1.0	0.989351403678606
UP_SEQ_FEATURE	domain:TIL	2	0.47393364928909953	0.0886569165439632	MUC2, MUC6	309	6	20063	21.642934196332256	1.0	1.0	0.989351403678606
KEGG_PATHWAY	hsa04726:Serotonergic synapse	5	1.1848341232227488	0.08923731328628673	CYP2C9, DDC, HTR2C, HTR3B, CYP2C18	106	111	6879	2.923253442121367	0.9999994397196968	0.8083850732993033	0.7821388046856896
GOTERM_MF_DIRECT	GO:0005201~extracellular matrix structural constituent	4	0.9478672985781991	0.08976878081068446	COL2A1, MUC3A, MUC5AC, MUC6	268	67	16881	3.760525729561149	1.0	1.0	0.9768518518518519
GOTERM_BP_DIRECT	GO:0007268~chemical synaptic transmission	8	1.8957345971563981	0.09058048921556844	GABRR1, GLRA3, GRM4, HTR2C, UTS2, HAP1, SLC6A2, NTSR1	269	240	16792	2.0807930607187113	1.0	1.0	0.995172968624296
GOTERM_MF_DIRECT	GO:0008289~lipid binding	6	1.4218009478672986	0.09189835396133783	BPIFA1, BPIFA2, BPIFA4P, FABP7, MTTP, APOC3	268	151	16881	2.5028664623900365	1.0	1.0	0.9768518518518519
GOTERM_CC_DIRECT	GO:0009986~cell surface	14	3.3175355450236967	0.09192113537307817	FGB, FGA, ABCC2, AMBP, CEL, HTR3B, SLC6A2, PRLR, ADAM2, TF, ANGPTL3, LBP, CDH17, NTSR1	290	542	18224	1.6232090596768036	0.9999999996880752	0.7452177760603124	0.7156716968332514
GOTERM_BP_DIRECT	GO:0042423~catecholamine biosynthetic process	2	0.47393364928909953	0.09203256820334024	DDC, PAH	269	6	16792	20.807930607187114	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0042737~drug catabolic process	2	0.47393364928909953	0.09203256820334024	CYP2C9, CYP3A5	269	6	16792	20.807930607187114	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0035814~negative regulation of renal sodium excretion	2	0.47393364928909953	0.09203256820334024	UTS2, SPX	269	6	16792	20.807930607187114	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:1900026~positive regulation of substrate adhesion-dependent cell spreading	3	0.7109004739336493	0.09210134095844019	FGB, FGA, OLFM4	269	32	16792	5.852230483271375	1.0	1.0	0.995172968624296
REACTOME_PATHWAY	R-HSA-375276:R-HSA-375276	5	1.1848341232227488	0.09937398123438419	UTS2, F2, NTS, KNG1, NTSR1	153	105	9075	2.824463118580766	0.9999999999993424	1.0	0.9962546816479401
